county,precinct,office,district,party,candidate,votes,winner
Baltimore City,,Representative in Congress,,Democratic,Bennett Bozman,893,
Baltimore City,,Representative in Congress,,Republican,Wayne T. Gilchrest,751,TRUE
Baltimore City,,Representative in Congress,,Green,David M. Gross,0,
Baltimore City,,Representative in Congress,,,Other Write-ins,3,
Caroline,,Representative in Congress,,Democratic,Bennett Bozman,2398,
Caroline,,Representative in Congress,,Republican,Wayne T. Gilchrest,6307,TRUE
Caroline,,Representative in Congress,,Green,David M. Gross,2,
Caroline,,Representative in Congress,,,Other Write-ins,9,
Cecil,,Representative in Congress,,Democratic,Bennett Bozman,9746,
Cecil,,Representative in Congress,,Republican,Wayne T. Gilchrest,17932,TRUE
Cecil,,Representative in Congress,,Green,David M. Gross,3,
Cecil,,Representative in Congress,,,Other Write-ins,39,
Dorchester,,Representative in Congress,,Democratic,Bennett Bozman,3500,
Dorchester,,Representative in Congress,,Republican,Wayne T. Gilchrest,6425,TRUE
Dorchester,,Representative in Congress,,Green,David M. Gross,0,
Dorchester,,Representative in Congress,,,Other Write-ins,0,
Kent,,Representative in Congress,,Democratic,Bennett Bozman,1802,
Kent,,Representative in Congress,,Republican,Wayne T. Gilchrest,6028,TRUE
Kent,,Representative in Congress,,Green,David M. Gross,6,
Kent,,Representative in Congress,,,Other Write-ins,9,
Queen Anne's,,Representative in Congress,,Democratic,Bennett Bozman,3638,
Queen Anne's,,Representative in Congress,,Republican,Wayne T. Gilchrest,12510,TRUE
Queen Anne's,,Representative in Congress,,Green,David M. Gross,6,
Queen Anne's,,Representative in Congress,,,Other Write-ins,20,
Somerset,,Representative in Congress,,Democratic,Bennett Bozman,3625,
Somerset,,Representative in Congress,,Republican,Wayne T. Gilchrest,3762,TRUE
Somerset,,Representative in Congress,,Green,David M. Gross,0,
Somerset,,Representative in Congress,,,Other Write-ins,10,
Talbot,,Representative in Congress,,Democratic,Bennett Bozman,3722,
Talbot,,Representative in Congress,,Republican,Wayne T. Gilchrest,11153,TRUE
Talbot,,Representative in Congress,,Green,David M. Gross,4,
Talbot,,Representative in Congress,,,Other Write-ins,23,
Wicomico,,Representative in Congress,,Democratic,Bennett Bozman,12529,
Wicomico,,Representative in Congress,,Republican,Wayne T. Gilchrest,18487,TRUE
Wicomico,,Representative in Congress,,Green,David M. Gross,0,
Wicomico,,Representative in Congress,,,Other Write-ins,38,
Worcester,,Representative in Congress,,Democratic,Bennett Bozman,9310,
Worcester,,Representative in Congress,,Republican,Wayne T. Gilchrest,10998,TRUE
Worcester,,Representative in Congress,,Green,David M. Gross,0,
Worcester,,Representative in Congress,,,Other Write-ins,16,
Anne Arundel,,Representative in Congress,,Democratic,Kenneth T. Bosley,6497,
Anne Arundel,,Representative in Congress,,Republican,Robert L. Ehrlich Jr.,14760,TRUE
Anne Arundel,,Representative in Congress,,,Other Write-ins,30,
Baltimore,,Representative in Congress,,Democratic,Kenneth T. Bosley,49209,
Baltimore,,Representative in Congress,,Republican,Robert L. Ehrlich Jr.,100738,TRUE
Baltimore,,Representative in Congress,,,Other Write-ins,176,
Harford,,Representative in Congress,,Democratic,Kenneth T. Bosley,25885,
Harford,,Representative in Congress,,Republican,Robert L. Ehrlich Jr.,63058,TRUE
Harford,,Representative in Congress,,,Other Write-ins,79,
Anne Arundel,,Representative in Congress,,Democratic,Benjamin L. Cardin,13027,TRUE
Anne Arundel,,Representative in Congress,,Republican,Colin Harby,7410,
Anne Arundel,,Representative in Congress,,Libertarian,Joe Pomykala,22,
Anne Arundel,,Representative in Congress,,,Other Write-ins,29,
Baltimore City,,Representative in Congress,,Democratic,Benjamin L. Cardin,55093,TRUE
Baltimore City,,Representative in Congress,,Republican,Colin Harby,11162,
Baltimore City,,Representative in Congress,,Libertarian,Joe Pomykala,34,
Baltimore City,,Representative in Congress,,,Other Write-ins,144,
Baltimore,,Representative in Congress,,Democratic,Benjamin L. Cardin,68389,TRUE
Baltimore,,Representative in Congress,,Republican,Colin Harby,21712,
Baltimore,,Representative in Congress,,Libertarian,Joe Pomykala,23,
Baltimore,,Representative in Congress,,,Other Write-ins,137,
Howard,,Representative in Congress,,Democratic,Benjamin L. Cardin,32838,TRUE
Howard,,Representative in Congress,,Republican,Colin Harby,13543,
Howard,,Representative in Congress,,Libertarian,Joe Pomykala,159,
Howard,,Representative in Congress,,,Other Write-ins,96,
Montgomery,,Representative in Congress,,Democratic,Albert R. Wynn,50079,TRUE
Montgomery,,Representative in Congress,,Republican,John B. Kimble,12952,
Montgomery,,Representative in Congress,,Other Candidates,Kim E. Mooney,13,
Montgomery,,Representative in Congress,,,Other Write-ins,343,
Prince George's,,Representative in Congress,,Democratic,Albert R. Wynn,122545,TRUE
Prince George's,,Representative in Congress,,Republican,John B. Kimble,12021,
Prince George's,,Representative in Congress,,Other Candidates,Kim E. Mooney,0,
Prince George's,,Representative in Congress,,,Other Write-ins,16,
Anne Arundel,,Representative in Congress,,Democratic,Steny H. Hoyer,21810,TRUE
Anne Arundel,,Representative in Congress,,Republican,Thomas E. 'Tim' Hutchins,18709,
Anne Arundel,,Representative in Congress,,,Other Write-ins,40,
Calvert,,Representative in Congress,,Democratic,Steny H. Hoyer,16131,TRUE
Calvert,,Representative in Congress,,Republican,Thomas E. 'Tim' Hutchins,13150,
Calvert,,Representative in Congress,,,Other Write-ins,34,
Charles,,Representative in Congress,,Democratic,Steny H. Hoyer,25611,TRUE
Charles,,Representative in Congress,,Republican,Thomas E. 'Tim' Hutchins,18108,
Charles,,Representative in Congress,,,Other Write-ins,16,
Prince George's,,Representative in Congress,,Democratic,Steny H. Hoyer,85615,TRUE
Prince George's,,Representative in Congress,,Republican,Thomas E. 'Tim' Hutchins,27114,
Prince George's,,Representative in Congress,,,Other Write-ins,9,
St. Mary's,,Representative in Congress,,Democratic,Steny H. Hoyer,17064,TRUE
St. Mary's,,Representative in Congress,,Republican,Thomas E. 'Tim' Hutchins,11938,
St. Mary's,,Representative in Congress,,,Other Write-ins,26,
Allegany,,Representative in Congress,,Democratic,Donald M. DeArmon,8542,
Allegany,,Representative in Congress,,Republican,Roscoe G. Bartlett,13542,TRUE
Allegany,,Representative in Congress,,Green,Tim McCown,2,
Allegany,,Representative in Congress,,,Other Write-ins,1,
Carroll,,Representative in Congress,,Democratic,Donald M. DeArmon,19730,
Carroll,,Representative in Congress,,Republican,Roscoe G. Bartlett,41618,TRUE
Carroll,,Representative in Congress,,Green,Tim McCown,0,
Carroll,,Representative in Congress,,,Other Write-ins,42,
Frederick,,Representative in Congress,,Democratic,Donald M. DeArmon,31762,
Frederick,,Representative in Congress,,Republican,Roscoe G. Bartlett,44857,TRUE
Frederick,,Representative in Congress,,Green,Tim McCown,68,
Frederick,,Representative in Congress,,,Other Write-ins,54,
Garrett,,Representative in Congress,,Democratic,Donald M. DeArmon,2560,
Garrett,,Representative in Congress,,Republican,Roscoe G. Bartlett,7655,TRUE
Garrett,,Representative in Congress,,Green,Tim McCown,0,
Garrett,,Representative in Congress,,,Other Write-ins,5,
Howard,,Representative in Congress,,Democratic,Donald M. DeArmon,28700,
Howard,,Representative in Congress,,Republican,Roscoe G. Bartlett,32959,TRUE
Howard,,Representative in Congress,,Green,Tim McCown,4,
Howard,,Representative in Congress,,,Other Write-ins,59,
Washington,,Representative in Congress,,Democratic,Donald M. DeArmon,17842,
Washington,,Representative in Congress,,Republican,Roscoe G. Bartlett,27993,TRUE
Washington,,Representative in Congress,,Green,Tim McCown,8,
Washington,,Representative in Congress,,,Other Write-ins,42,
Baltimore City,,Representative in Congress,,Democratic,Elijah E. Cummings,97087,TRUE
Baltimore City,,Representative in Congress,,Republican,Kenneth Kondner,5175,
Baltimore City,,Representative in Congress,,,Other Write-ins,77,
Baltimore,,Representative in Congress,,Democratic,Elijah E. Cummings,36979,TRUE
Baltimore,,Representative in Congress,,Republican,Kenneth Kondner,14598,
Baltimore,,Representative in Congress,,,Other Write-ins,58,
Montgomery,,Representative in Congress,,Democratic,Terry Lierman,136840,
Montgomery,,Representative in Congress,,Republican,Constance A. Morella,156241,TRUE
Montgomery,,Representative in Congress,,Constitution,Brian D. Saunders,7017,
Montgomery,,Representative in Congress,,Democratic,Lih Young,77,
Montgomery,,Representative in Congress,,Other Candidates,Scott Walker,19,
Montgomery,,Representative in Congress,,,Other Write-ins,275,
Wicomico,,Judge of the Circuit Court,,Both Parties,Donald C. Davis,23984,TRUE
Wicomico,,Judge of the Circuit Court,,,Other Write-ins,360,
Worcester,,Judge of the Circuit Court,,Both Parties,Theodore R. Eschenburg,16379,TRUE
Worcester,,Judge of the Circuit Court,,,Other Write-ins,334,
Caroline,,Judge of the Circuit Court,,Both Parties,Karen A. Murphy Jensen,6909,TRUE
Caroline,,Judge of the Circuit Court,,,Other Write-ins,122,
Cecil,,Judge of the Circuit Court,,Both Parties,Edward D. E. Rollins Jr.,23161,TRUE
Cecil,,Judge of the Circuit Court,,,Other Write-ins,575,
Baltimore,,Judge of the Circuit Court,,Both Parties,Kathleen Gallogly Cox,186154,TRUE
Baltimore,,Judge of the Circuit Court,,Both Parties,Robert N. Dugan,154864,TRUE
Baltimore,,Judge of the Circuit Court,,,Other Write-ins,2366,
Harford,,Judge of the Circuit Court,,Both Parties,Emory A. Plitt Jr.,66602,TRUE
Harford,,Judge of the Circuit Court,,,Other Write-ins,1298,
Allegany,,Judge of the Circuit Court,,Both Parties,Gary G. Leasure,17241,TRUE
Allegany,,Judge of the Circuit Court,,,Other Write-ins,8,
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Philip T. Caroom,115772,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,James C. Cawood Jr.,121389,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Other Write-ins,1935,
Carroll,,Judge of the Circuit Court,,Both Parties,Michael M. Galloway,44104,TRUE
Carroll,,Judge of the Circuit Court,,,Other Write-ins,570,
Frederick,,Judge of the Circuit Court,,Both Parties,Julie Rebecca Stevenson,57509,TRUE
Frederick,,Judge of the Circuit Court,,,Other Write-ins,775,
Prince George's,,Judge of the Circuit Court,,Both Parties,Herman C. Dawson,143066,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,G. R. Hovey Johnson,141841,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Maureen M. Lamasney,143158,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Ronald David Schiff,134741,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Michael Patrick Whalen,137500,TRUE
Prince George's,,Judge of the Circuit Court,,,Other Write-ins,92,
St. Mary's,,Judge of the Circuit Court,,Both Parties,Charles Clarke Raley,22880,TRUE
St. Mary's,,Judge of the Circuit Court,,,Other Write-ins,401,
Baltimore City,,Judge of the Circuit Court,,Both Parties,Kaye A. Allison,99448,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Stuart R. Berger,90121,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Audrey J. S. Carrion,86620,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Wanda Keyes Heard,90619,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Thomas E. Noel,81002,TRUE
Baltimore City,,Judge of the Circuit Court,,,Other Write-ins,1255,
Prince George's,,Judge of the Circuit Court,,,For,155748,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,25116,
Allegany,,Judge of the Circuit Court,,,For,9930,TRUE
Allegany,,Judge of the Circuit Court,,,Against,2068,
Anne Arundel,,Judge of the Circuit Court,,,For,126658,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,23609,
Baltimore City,,Judge of the Circuit Court,,,For,91902,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,14359,
Baltimore,,Judge of the Circuit Court,,,For,184287,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,35785,
Calvert,,Judge of the Circuit Court,,,For,18170,TRUE
Calvert,,Judge of the Circuit Court,,,Against,3822,
Caroline,,Judge of the Circuit Court,,,For,5137,TRUE
Caroline,,Judge of the Circuit Court,,,Against,1092,
Carroll,,Judge of the Circuit Court,,,For,37184,TRUE
Carroll,,Judge of the Circuit Court,,,Against,6724,
Cecil,,Judge of the Circuit Court,,,For,18199,TRUE
Cecil,,Judge of the Circuit Court,,,Against,3495,
Charles,,Judge of the Circuit Court,,,For,28109,TRUE
Charles,,Judge of the Circuit Court,,,Against,5661,
Dorchester,,Judge of the Circuit Court,,,For,3678,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,959,
Frederick,,Judge of the Circuit Court,,,For,48373,TRUE
Frederick,,Judge of the Circuit Court,,,Against,6681,
Garrett,,Judge of the Circuit Court,,,For,5627,TRUE
Garrett,,Judge of the Circuit Court,,,Against,1381,
Harford,,Judge of the Circuit Court,,,For,58201,TRUE
Harford,,Judge of the Circuit Court,,,Against,11113,
Howard,,Judge of the Circuit Court,,,For,70541,TRUE
Howard,,Judge of the Circuit Court,,,Against,13517,
Kent,,Judge of the Circuit Court,,,For,4516,TRUE
Kent,,Judge of the Circuit Court,,,Against,859,
Montgomery,,Judge of the Circuit Court,,,For,237014,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,36116,
Prince George's,,Judge of the Circuit Court,,,For,149922,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,27932,
Queen Anne's,,Judge of the Circuit Court,,,For,9293,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,2527,
Somerset,,Judge of the Circuit Court,,,For,3886,TRUE
Somerset,,Judge of the Circuit Court,,,Against,930,
St. Mary's,,Judge of the Circuit Court,,,For,18035,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,2795,
Talbot,,Judge of the Circuit Court,,,For,9182,TRUE
Talbot,,Judge of the Circuit Court,,,Against,1597,
Washington,,Judge of the Circuit Court,,,For,27089,TRUE
Washington,,Judge of the Circuit Court,,,Against,4911,
Wicomico,,Judge of the Circuit Court,,,For,20601,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,2858,
Worcester,,Judge of the Circuit Court,,,For,13790,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1905,
Caroline,,Judge of the Circuit Court,,,For,5315,TRUE
Caroline,,Judge of the Circuit Court,,,Against,927,
Cecil,,Judge of the Circuit Court,,,For,18591,TRUE
Cecil,,Judge of the Circuit Court,,,Against,3228,
Dorchester,,Judge of the Circuit Court,,,For,4107,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,878,
Kent,,Judge of the Circuit Court,,,For,4626,TRUE
Kent,,Judge of the Circuit Court,,,Against,751,
Queen Anne's,,Judge of the Circuit Court,,,For,9535,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,2267,
Somerset,,Judge of the Circuit Court,,,For,4252,TRUE
Somerset,,Judge of the Circuit Court,,,Against,792,
Talbot,,Judge of the Circuit Court,,,For,9792,TRUE
Talbot,,Judge of the Circuit Court,,,Against,1398,
Wicomico,,Judge of the Circuit Court,,,For,22777,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,2600,
Worcester,,Judge of the Circuit Court,,,For,14485,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1707,
Allegany,,Judge of the Circuit Court,,,For,2219,TRUE
Allegany,,Judge of the Circuit Court,,,Against,1207,
Anne Arundel,,Judge of the Circuit Court,,,For,97923,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,42425,
Baltimore City,,Judge of the Circuit Court,,,For,79393,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,26931,
Baltimore,,Judge of the Circuit Court,,,For,145502,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,65617,
Calvert,,Judge of the Circuit Court,,,For,13282,TRUE
Calvert,,Judge of the Circuit Court,,,Against,5826,
Caroline,,Judge of the Circuit Court,,,For,3156,TRUE
Caroline,,Judge of the Circuit Court,,,Against,1542,
Carroll,,Judge of the Circuit Court,,,For,27723,TRUE
Carroll,,Judge of the Circuit Court,,,Against,14120,
Cecil,,Judge of the Circuit Court,,,For,17048,TRUE
Cecil,,Judge of the Circuit Court,,,Against,8916,
Charles,,Judge of the Circuit Court,,,For,20213,TRUE
Charles,,Judge of the Circuit Court,,,Against,8378,
Dorchester,,Judge of the Circuit Court,,,For,2111,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,1082,
Frederick,,Judge of the Circuit Court,,,For,33914,TRUE
Frederick,,Judge of the Circuit Court,,,Against,14700,
Garrett,,Judge of the Circuit Court,,,For,3551,TRUE
Garrett,,Judge of the Circuit Court,,,Against,1741,
Harford,,Judge of the Circuit Court,,,For,41307,TRUE
Harford,,Judge of the Circuit Court,,,Against,23267,
Howard,,Judge of the Circuit Court,,,For,58813,TRUE
Howard,,Judge of the Circuit Court,,,Against,23356,
Kent,,Judge of the Circuit Court,,,For,3074,TRUE
Kent,,Judge of the Circuit Court,,,Against,1318,
Montgomery,,Judge of the Circuit Court,,,For,164090,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,82372,
Prince George's,,Judge of the Circuit Court,,,For,94855,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,50243,
Queen Anne's,,Judge of the Circuit Court,,,For,6586,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,3197,
Somerset,,Judge of the Circuit Court,,,For,2707,TRUE
Somerset,,Judge of the Circuit Court,,,Against,1150,
St. Mary's,,Judge of the Circuit Court,,,For,12669,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,5838,
Talbot,,Judge of the Circuit Court,,,For,6117,TRUE
Talbot,,Judge of the Circuit Court,,,Against,2497,
Washington,,Judge of the Circuit Court,,,For,18217,TRUE
Washington,,Judge of the Circuit Court,,,Against,8266,
Wicomico,,Judge of the Circuit Court,,,For,12479,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,4767,
Worcester,,Judge of the Circuit Court,,,For,8400,TRUE
Worcester,,Judge of the Circuit Court,,,Against,3676,
Allegany,,Judge of the Circuit Court,,,For,1435,
Allegany,,Judge of the Circuit Court,,,Against,1935,TRUE
Anne Arundel,,Judge of the Circuit Court,,,For,45143,
Anne Arundel,,Judge of the Circuit Court,,,Against,97333,TRUE
Baltimore City,,Judge of the Circuit Court,,,For,54463,
Baltimore City,,Judge of the Circuit Court,,,Against,47761,TRUE
Baltimore,,Judge of the Circuit Court,,,For,72887,
Baltimore,,Judge of the Circuit Court,,,Against,138186,TRUE
Calvert,,Judge of the Circuit Court,,,For,7295,
Calvert,,Judge of the Circuit Court,,,Against,12345,TRUE
Caroline,,Judge of the Circuit Court,,,For,1465,
Caroline,,Judge of the Circuit Court,,,Against,3218,TRUE
Carroll,,Judge of the Circuit Court,,,For,10537,
Carroll,,Judge of the Circuit Court,,,Against,31750,TRUE
Cecil,,Judge of the Circuit Court,,,For,4418,
Cecil,,Judge of the Circuit Court,,,Against,14280,TRUE
Charles,,Judge of the Circuit Court,,,For,11846,
Charles,,Judge of the Circuit Court,,,Against,17553,TRUE
Dorchester,,Judge of the Circuit Court,,,For,1043,
Dorchester,,Judge of the Circuit Court,,,Against,1973,TRUE
Frederick,,Judge of the Circuit Court,,,For,15715,
Frederick,,Judge of the Circuit Court,,,Against,32532,TRUE
Garrett,,Judge of the Circuit Court,,,For,1786,
Garrett,,Judge of the Circuit Court,,,Against,3430,TRUE
Harford,,Judge of the Circuit Court,,,For,14877,
Harford,,Judge of the Circuit Court,,,Against,49139,TRUE
Howard,,Judge of the Circuit Court,,,For,31458,
Howard,,Judge of the Circuit Court,,,Against,51546,TRUE
Kent,,Judge of the Circuit Court,,,For,1402,
Kent,,Judge of the Circuit Court,,,Against,2892,TRUE
Montgomery,,Judge of the Circuit Court,,,For,103378,
Montgomery,,Judge of the Circuit Court,,,Against,139131,TRUE
Prince George's,,Judge of the Circuit Court,,,For,86634,
Prince George's,,Judge of the Circuit Court,,,Against,93920,TRUE
Queen Anne's,,Judge of the Circuit Court,,,For,2983,
Queen Anne's,,Judge of the Circuit Court,,,Against,6824,TRUE
Somerset,,Judge of the Circuit Court,,,For,1514,
Somerset,,Judge of the Circuit Court,,,Against,2137,TRUE
St. Mary's,,Judge of the Circuit Court,,,For,6465,
St. Mary's,,Judge of the Circuit Court,,,Against,12105,TRUE
Talbot,,Judge of the Circuit Court,,,For,2770,
Talbot,,Judge of the Circuit Court,,,Against,5595,TRUE
Washington,,Judge of the Circuit Court,,,For,8651,
Washington,,Judge of the Circuit Court,,,Against,17479,TRUE
Wicomico,,Judge of the Circuit Court,,,For,6692,
Wicomico,,Judge of the Circuit Court,,,Against,9781,TRUE
Worcester,,Judge of the Circuit Court,,,For,4832,
Worcester,,Judge of the Circuit Court,,,Against,6809,TRUE
